Ticker,Name,Market Cap,Price,Sector,Market,Volume
IGN,iShares North American Tech-Multimedia Networking ETF,137965651,64.1701,FinancialServices,AMEX,1617
FRXB,Forest Road Acquisition Corp. II,137932568,10.43,FinancialServices,NYSE,1104
PIAI,Prime Impact Acquisition I,137868429,10.82,FinancialServices,NYSE,409210
DCGO,DocGo Inc.,137754977,1.39,Healthcare,NASDAQ,613989
FGBI,"First Guaranty Bancshares, Inc.",137668685,8.05,FinancialServices,NASDAQ,5650
SPFF,Global X SuperIncome Preferred ETF,137607060,9.14,FinancialServices,AMEX,23851
GOOY,YieldMax GOOGL Option Income Strategy ETF,137539974,12.73,FinancialServices,AMEX,176625
RFIX,Simplify Downside Interest Rate Hedge Strategy ETF,137519366,44.65,FinancialServices,AMEX,121644
SAMG,Silvercrest Asset Management Group Inc.,137496885,16.29,FinancialServices,NASDAQ,14886
RELL,"Richardson Electronics, Ltd.",137442527,9.62,Technology,NASDAQ,18072
MIOFX,Marsico Intl Opportunities Fd,137427482,30.61,,NASDAQ,0
CNRG,SPDR Kensho Clean Power ETF,137426366,67.87,FinancialServices,AMEX,7043
STXT,Strive Total Return Bond ETF,137325679,20.255,FinancialServices,NYSE,8451
DJIA,Global X Dow 30 Covered Call ETF,137292013,21.5,FinancialServices,AMEX,31773
XTL,SPDR S&P Telecom ETF,137202368,124.795,FinancialServices,AMEX,5802
PZC,PIMCO California Municipal Income Fund III,137176800,6.1,FinancialServices,NYSE,16551
AJX,Great Ajax Corp.,137170816,3.02,RealEstate,NYSE,0
CSHP,iShares Enhanced Short-Term Bond Active ETF,137091810,99.59,FinancialServices,AMEX,5
AAIC,Arlington Asset Investment Corp.,137081868,4.84,RealEstate,NYSE,341106
ESN,Essential 40 Stock ETF,136966124,15.9347,FinancialServices,NASDAQ,12977
EPSN,Epsilon Energy Ltd.,136948228,6.22,Energy,NASDAQ,88148
NAZ,Nuveen Arizona Quality Municipal Income Fund,136848140,11.8,FinancialServices,NYSE,16437
STXG,Strive 1000 Growth ETF,136818889,47.405,,NYSE,14977
MMMB,"MamaMancini's Holdings, Inc.",136818000,3.75,ConsumerDefensive,NASDAQ,190217
ASMOX,AQR Small Cap Momentum Style Fund Class I,136810505,20.13,FinancialServices,NASDAQ,0
BNDC,FlexShares Core Select Bond Fund,136708410,22.26,FinancialServices,AMEX,6940
PJFG,PGIM Jennison Focused Growth ETF,136699970,104.78,FinancialServices,AMEX,3790
GLQ,Clough Global Equity Fund,136694440,7.295,FinancialServices,NYSE,16490
YXT,Yxt.Com Group Holding Ltd,45561257,0.7584,Technology,NASDAQ,21271
ROC,ROC Energy Acquisition Corp.,136671590,5.09,FinancialServices,NASDAQ,408151
DELNX,DoubleLine Low Duration Emerging Markets Fixed Income Fund Class N,136577387,9.74,FinancialServices,NASDAQ,0
FTLF,"FitLife Brands, Inc.",136546158,14.54,ConsumerDefensive,NASDAQ,11238
LAKE,"Lakeland Industries, Inc.",136534510,14.35,ConsumerCyclical,NASDAQ,79026
JSPCX,Janus Henderson Global Allocation Fund - Conservative - T Shares,136515425,12.48,FinancialServices,NASDAQ,0
HQI,"HireQuest, Inc.",136500000,9.75,Industrials,NASDAQ,3569
PVIVX,Paradigm Micro-Cap Fund,136451901,49.05,FinancialServices,NASDAQ,0
PFJDX,PFG JP Morgan Tactical Moderate Strategy Fund,136419588,11.97,FinancialServices,NASDAQ,0
JCACX,Janus Henderson Global Allocation Fund - Conservative,136408825,12.16,FinancialServices,NASDAQ,0
JCAIX,Janus Henderson Global Allocation Fund - Conservative - I Shares,136405775,12.5,FinancialServices,NASDAQ,0
LHSW,Lianhe Sowell International Group Ltd Ordinary Shares,136240000,2.62,Technology,NASDAQ,22804
JMAC,Maxpro Capital Acquisition Corp.,136206000,10.81,FinancialServices,NASDAQ,117626
ACNT,Ascent Industries Co.,136201824,12.96,BasicMaterials,NASDAQ,33716
BARK,"BARK, Inc.",136068273,0.801,ConsumerCyclical,NYSE,1008684
DMO,Western Asset Mortgage Opportunity Fund Inc.,136002000,11.93,FinancialServices,NYSE,47940
EML,The Eastern Company,135988968,22.3,Industrials,NASDAQ,2126
PZD,Invesco MSCI Sustainable Future ETF,527625304,72.12,FinancialServices,AMEX,14731
KLDW,Knowledge Leaders Developed World ETF,135905514,44.653,FinancialServices,AMEX,3904
KORU,Direxion Daily South Korea Bull 3X Shares,135893751,84.11,FinancialServices,AMEX,80964
FCRD,"First Eagle Alternative Capital BDC, Inc.",135845871,4.54,FinancialServices,NASDAQ,286432
CSTA,Constellation Acquisition Corp I,135844950,11.095,FinancialServices,NYSE,6204
GRNB,VanEck Green Bond ETF,135668433,24.28,FinancialServices,AMEX,15305
GPMT,Granite Point Mortgage Trust Inc.,135548270,2.86,RealEstate,NYSE,380841
HYMC,Hycroft Mining Holding Corporation,135502596,3.46,BasicMaterials,NASDAQ,282069
FNGG,Direxion Daily Select Large Caps & FANGs Bull 2X Shares,135487835,214.555,FinancialServices,AMEX,8739
MRAM,"Everspin Technologies, Inc.",135478422,6.03,Technology,NASDAQ,151052
GLEE,Gladstone Acquisition Corporation,135386054,10.16,FinancialServices,NASDAQ,90
FBOT,Fidelity Covington Trust - Disruptive Automation ETF,135358532,31.7866,FinancialServices,NASDAQ,26367
WHOSX,Wasatch-Hoisington U.S. Treasury Fund,135299718,10.26,FinancialServices,NASDAQ,0
PCTI,"PCTEL, Inc.",135281664,6.99,Technology,NASDAQ,143862
OPER,ClearShares Ultra-Short Maturity ETF,135239922,100.2499,FinancialServices,AMEX,2814
SELB,"Selecta Biosciences, Inc.",135200754,0.8812,Healthcare,NASDAQ,2763021
MRCC,Monroe Capital Corporation,135197712,6.24,FinancialServices,NASDAQ,114971
PRDS,"Pardes Biosciences, Inc.",135185724,2.18,Healthcare,NASDAQ,2150077
GTE,Gran Tierra Energy Inc.,135164530,3.83,Energy,AMEX,480301
MOLN,Molecular Partners AG,135145409,3.665,Healthcare,NASDAQ,1281
ICPAX,Integrity Mid-North American Resources Fund Class A,134949856,6.38,FinancialServices,NASDAQ,0
GBF,iShares Government/Credit Bond ETF,134848278,104.345,FinancialServices,AMEX,1792
MYPS,"PLAYSTUDIOS, Inc.",134708042,1.07,Technology,NASDAQ,184646
KF,"The Korea Fund, Inc.",134699891,27.87,FinancialServices,NYSE,4653
CGEN,Compugen Ltd.,134658720,1.44,Healthcare,NASDAQ,331508
GSC,GS Connect S&P GSCI Enhanced Commodity Total Return ETN,134649119,50.58,FinancialServices,AMEX,8035
CLACX,CLS Global Aggressive Equity Fund,134642703,10.47,FinancialServices,NASDAQ,0
AVR,Anteris Technologies Global Corp.,134637481,3.61,Healthcare,NASDAQ,88462
ARBE,Arbe Robotics Ltd.,134608640,1.28,Technology,NASDAQ,2202447
VRM,"Vroom, Inc.",134399996,26.03,ConsumerCyclical,NASDAQ,6614
SUNS,"Sunrise Realty Trust, Inc.",134344070,10.01,RealEstate,NASDAQ,65461
WCERX,Virtus Westchester Event-Driven Fund Class - A,134203256,11.05,FinancialServices,NASDAQ,0
FMIEX,Wasatch - 1st Source  Income Equity Fund,134088317,10.58,FinancialServices,NASDAQ,0
PTBD,Pacer Trendpilot US Bond ETF,134002582,19.745,FinancialServices,AMEX,23027
AMTX,"Aemetis, Inc.",133993948,2.42,Energy,NASDAQ,2029500
ZTWO,F/M 2-Year Investment Grade Corporate Bond ETF,133756588,50.7,,NASDAQ,23662
CPSI,"Computer Programs and Systems, Inc.",133705310,9.19,Healthcare,NASDAQ,534996
MDXH,MDxHealth S.A.,133642802,2.7,Healthcare,NASDAQ,98907
FNCB,"FNCB Bancorp, Inc.",133620975,6.75,FinancialServices,NASDAQ,82420
LGCY,Legacy Education Inc.,133586210,10.79,ConsumerDefensive,AMEX,83168
MCRB,"Seres Therapeutics, Inc.",133518702,15.29,Healthcare,NASDAQ,287168
WAMBX,WSTCM Credit Select Risk-Managed Fund - Investor Shares,133513244,10.34,FinancialServices,NASDAQ,0
JHS,John Hancock Income Securities Trust,133470036,11.46,FinancialServices,NYSE,12098
PBW,Invesco WilderHill Clean Energy ETF,133464398,23.34,FinancialServices,AMEX,371238
ERUS,iShares MSCI Russia ETF,133394757,8.06,FinancialServices,AMEX,0
SMIZ,Zacks Trust,133368637,34.575,FinancialServices,AMEX,21426
ECEOX,Lazard Emerging Markets Core Equity Portfolio Open Shs,133336057,12.2,,NASDAQ,0
BFIN,BankFinancial Corporation,133329490,10.7,FinancialServices,NASDAQ,22512
CSLR,"Complete Solaria, Inc.",133149969,1.805,Energy,NASDAQ,934812
HUHU,HUHUTECH International Group Inc. Ordinary Shares,132969027,6.28,Industrials,NASDAQ,128673
TSMX,Direxion Daily TSM Bull 2X Shares,132850693,36.5,FinancialServices,NASDAQ,797818
ELCV,Eventide High Dividend ETF,132732306,25.82,FinancialServices,AMEX,16896
IWMY,Defiance - R2000 Enhanced Options Income ETF,132721252,23.04,FinancialServices,AMEX,87947
NNAG,99 Acquisition Group Inc. Class A Common Stock,132666250,10.55,FinancialServices,NASDAQ,322197
ZLS,Zalatoris II Acquisition Corp.,132645272,11.09,FinancialServices,NASDAQ,2446
RWM,ProShares Short Russell2000,132643012,18.56,FinancialServices,AMEX,15239177
HFLGX,Hennessy Cornerstone Large Growth Fd Inv Cl,132574204,11.65,,NASDAQ,0
DLNG,Dynagas LNG Partners LP,132424513,3.625,Energy,NYSE,8384
CHGX,AXS Change Finance ESG ETF,132421872,26.1635,FinancialServices,NASDAQ,14988
HADUX,Horizon Active Dividend Fund,132383909,75.08,FinancialServices,NASDAQ,0
POWW,"AMMO, Inc.",132335430,1.13,Industrials,NASDAQ,530967
RGIVX,ClearBridge Global Infrastructure Income Fund Class I,132314676,14.61,FinancialServices,NASDAQ,0
RAAX,VanEck Inflation Allocation ETF,132313212,31.988,FinancialServices,AMEX,14976
TMLPX,Transamerica Energy Infrastructure I,132284329,8.75,FinancialServices,NASDAQ,0
RGSVX,ClearBridge Global Infrastructure Income Fund Class IS,132222624,14.64,FinancialServices,NASDAQ,0
DGXX,Digi Power X Inc.,131887420,2.95,Technology,NASDAQ,707620
BABX,GraniteShares 1.75x Long BABA Daily ETF,131866184,27.59,FinancialServices,NASDAQ,908857
LSAF,LeaderSharesTM AlphaFactor US Core Equity ETF,131829590,42.28,FinancialServices,AMEX,9550
AKA,a.k.a. Brands Holding Corp.,131684818,12.29,ConsumerCyclical,NYSE,4996
INDS,Pacer Benchmark Industrial Real Estate SCTR ETF,131608044,36.16,FinancialServices,AMEX,10302
JHJAX,John Hancock ESG Large Cap Core Fund Class A,131426800,23.75,FinancialServices,NASDAQ,0
CALI,China Auto Logistics Inc.,131382719,50.5,ConsumerCyclical,NASDAQ,21341
PHYT,Pyrophyte Acquisition Corp.,131301234,11.597,FinancialServices,NYSE,279
GFX,Golden Falcon Acquisition Corp.,131287718,10.23,FinancialServices,NYSE,5411
DGRE,WisdomTree Emerging Markets Quality Dividend Growth Fund,131189484,27.89,FinancialServices,NASDAQ,4336
PZT,Invesco New York AMT-Free Municipal Bond ETF,131180509,21.5,FinancialServices,AMEX,21842
ACVF,American Conservative Values ETF,131173430,47.585,FinancialServices,AMEX,1422
ACHV,"Achieve Life Sciences, Inc.",131168664,2.64,Healthcare,NASDAQ,892400
MPTI,"M-tron Industries, Inc.",131133939,44.95,Technology,AMEX,24412
LIFE,"aTyr Pharma, Inc.",131120702,1.9,Healthcare,NASDAQ,267893
SBFG,"SB Financial Group, Inc.",131089862,20.09,FinancialServices,NASDAQ,16366
APWEX,Cavanal Hill World Energy Fund,131075180,16.48,,NASDAQ,0
LPDAX,BlackRock LifePath Dynamic 2060 Inv A,130980003,16.01,FinancialServices,NASDAQ,0
HIT,"Health In Tech, Inc.",130834473,2.31,Technology,NASDAQ,517269
ZENA,"ZenaTech, Inc.",130820761,5.13,Technology,NASDAQ,679455
LIMN,"Liminatus Pharma, Inc. Class A Common Stock",130722018,4.83,Healthcare,NASDAQ,127941
AVEWX,Ave Maria World Equity Fund,130716980,22.17,FinancialServices,NASDAQ,0
MCN,Madison Covered Call & Equity Strategy Fund,130606790,6.185,FinancialServices,NYSE,26567
TTEC,"TTEC Holdings, Inc.",130584636,2.73,Technology,NASDAQ,719793
WLAC,Willow Lane Acquisition Corp.,130548000,10.32,FinancialServices,NASDAQ,7301
HAPS,Harbor ETF Trust - Harbor Corporate Culture Small Cap ETF,130547456,28.8649,FinancialServices,AMEX,30
BMAC,Black Mountain Acquisition Corp.,130538496,10.56,FinancialServices,NYSE,101
BHG,"Bright Health Group, Inc.",130507172,16.35,Healthcare,NYSE,29245
AGEN,Agenus Inc.,130503968,4.76,Healthcare,NASDAQ,625544
DSIBX,BNY Mellon Short Term Municipal Bond Fund Class D,130439354,12.94,FinancialServices,NASDAQ,0
SCAQ,Stratim Cloud Acquisition Corp.,130427150,10.43,FinancialServices,NASDAQ,590885
CABA,"Cabaletta Bio, Inc.",130417495,1.45,Healthcare,NASDAQ,1036203
PY,Principal Value ETF,130383704,49.9506,FinancialServices,NASDAQ,6814
SGHL,Signal Hill Acquisition Corp.,130312500,10.425,FinancialServices,NASDAQ,108024
PSCI,Invesco S&P SmallCap Industrials ETF,130261930,141.0332,FinancialServices,NASDAQ,3246
AZBL,AllianzIM U.S. Large Cap Buffer20 Jul ETF,130060565,26.7746,FinancialServices,AMEX,9314
ONOF,Global X Adaptive U.S. Risk Management ETF,129925303,35.05,FinancialServices,AMEX,18715
CAMIX,Cambiar International Equity Fund Investor Class,129808092,30.68,FinancialServices,NASDAQ,0
BEEP,Mobile Infrastructure Corporation,129806549,3.7,RealEstate,NASDAQ,21149
LFAC,LF Capital Acquisition Corp. II,129755884,10.84,FinancialServices,NASDAQ,1316
SNTIX,Sit Tax-Free Income Fund,129732557,8.4,FinancialServices,NASDAQ,0
MLVF,"Malvern Bancorp, Inc.",129731577,16.97,FinancialServices,NASDAQ,44597
JUN,Juniper II Corp.,129695719,10.59,FinancialServices,NYSE,5859
OWNS,Impact Shares Affordable Housing MBS ETF,129665971,17.24,FinancialServices,AMEX,3913
BDTX,"Black Diamond Therapeutics, Inc.",129646728,2.28,Healthcare,NASDAQ,1866353
WEA,Western Asset Premier Bond Fund,129572352,10.92,FinancialServices,NYSE,34065
GOED,Polished.com Inc.,129430440,1.23,ConsumerCyclical,AMEX,1420187
SGOAX,SEI Asset Allocation Trust Market Growth Strategy Allocation Fund Class F,129196366,29.75,FinancialServices,NASDAQ,0
RSMRX,RBC SMID Cap Growth Fund,129194617,15.32,FinancialServices,NASDAQ,0
FLOWX,Fidelity Water Sustainability Fund,129146810,19.28,FinancialServices,NASDAQ,0
RIPNX,Royce International Premier Fund Investment Cl,129111608,13.53,FinancialServices,NASDAQ,0
RYIPX,Royce International Premier Fund,129088365,16.45,FinancialServices,NASDAQ,0
AVD,American Vanguard Corporation,129078102,4.54,BasicMaterials,NYSE,203245
OWLT,"Owlet, Inc.",129057907,7.81,Healthcare,NYSE,106350
CAMYX,Cambiar International Equity Fund,129034483,30.71,FinancialServices,NASDAQ,0
APOP,Cellect Biotechnology Ltd.,129021222,13.17,Healthcare,NASDAQ,17433
PSCH,Invesco S&P SmallCap Health Care ETF,128980710,37.7,FinancialServices,NASDAQ,6616
CHCI,"Comstock Holding Companies, Inc.",128958774,13.095,RealEstate,NASDAQ,10053
IOCT,Innovator International Developed Power Buffer ETF- October,128924375,32.93,FinancialServices,AMEX,3407
NVCT,"Nuvectis Pharma, Inc.",128912938,6.17,Healthcare,NASDAQ,271529
BW,"Babcock & Wilcox Enterprises, Inc.",128909240,1.31,Industrials,NYSE,2489748
EUSC,WisdomTree Europe Hedged SmallCap Equity Fund,128868156,46.35,FinancialServices,AMEX,23535
MBS,Angel Oak Mortgage-Backed Securities ETF,128832308,8.6293,,NASDAQ,641330
USMCX,AlphaSimplex Tactical U.S. Market Fund Class C,128730918,11.1,FinancialServices,NASDAQ,0
USMAX,AlphaSimplex Tactical U.S. Market Fund Class A,128730918,11.59,FinancialServices,NASDAQ,0
RVNU,Xtrackers Municipal Infrastructure Revenue Bond ETF,128701791,23.73,FinancialServices,AMEX,18913
KMDVX,Keeley Mid Cap Dividend Value Fund Class A,128657344,30.89,FinancialServices,NASDAQ,0
ETMAX,Eaton Vance MA Municipal Income A,128614770,7.6,FinancialServices,NASDAQ,0
PTRS,Partners Bancorp,128597040,7.15,FinancialServices,NASDAQ,157109
NGM,"NGM Biopharmaceuticals, Inc.",128532096,1.54,Healthcare,NASDAQ,2205569
ADAP,Adaptimmune Therapeutics plc,21401464,0.083,Healthcare,NASDAQ,55700770
MIST,Milestone Pharmaceuticals Inc.,128296093,1.51,Healthcare,NASDAQ,578163
INPSX,ProFunds Internet UltraSector Fund,128134647,39.91,FinancialServices,NASDAQ,0
ADRE,Invesco BLDRS Emerging Markets 50 ADR Index Fund,127969962,38.2,FinancialServices,NASDAQ,109524
SESN,"Sesen Bio, Inc.",127955770,0.6288,Healthcare,NASDAQ,1782290
GLIN,VanEck India Growth Leaders ETF,127883275,44.57,FinancialServices,AMEX,14663
MIXIX,MainStay Short Term Bond Fund Class I,127863958,9.17,FinancialServices,NASDAQ,0
PRTK,"Paratek Pharmaceuticals, Inc.",127828952,2.23,Healthcare,NASDAQ,4476125
KCGI,Kensington Capital Acquisition Corp. V,127814959,11.17,FinancialServices,NYSE,1
HEQ,John Hancock Hedged Equity & Income Fund,127710528,10.56,FinancialServices,NYSE,16190
GSRM,GSR II Meteora Acquisition Corp.,127685776,3.23,FinancialServices,NASDAQ,517057
TWIN,"Twin Disc, Incorporated",127470777,9.01,Industrials,NASDAQ,28998
WCBR,WisdomTree Cybersecurity Fund,127374250,29.6933,FinancialServices,NASDAQ,21354
IAF,Abrdn Australia Equity Fund Inc,127365260,4.6,FinancialServices,NYSE,56508
MSAQX,Morgan Stanley Institutional Fund - Asia Opportunity Portfolio Class I,127301807,22.97,FinancialServices,NASDAQ,0
BOOM,DMC Global Inc.,127295341,6.185,Energy,NASDAQ,308434
GTH,Genetron Holdings Limited,127288210,4.025,Healthcare,NASDAQ,412603
XTWO,Bondbloxx Bloomberg Two Year Target Duration US Treasury ETF,127247546,49.395,FinancialServices,AMEX,11981
BAIAX,Brown Advisory Intermediate Income Fund,127219523,9.55,FinancialServices,NASDAQ,0
VIRC,Virco Mfg. Corporation,127163848,8.08,ConsumerCyclical,NASDAQ,53272
ZDIVX,Zacks Dividend Fund Investor Class,127148416,27.23,FinancialServices,NASDAQ,0
ORGN,"Origin Materials, Inc.",127123371,0.8478,BasicMaterials,NASDAQ,1489704
HJSIX,Hennessy Japan Small Cap Fund,127054126,20.83,FinancialServices,NASDAQ,0
HJPSX,Hennessy Japan Small Cap Fund Investor Class,127049788,21.13,FinancialServices,NASDAQ,0
ACAH,Atlantic Coastal Acquisition Corp.,127046920,10.45,FinancialServices,NASDAQ,37960
UMPIX,ProFunds UltraMid Cap Fund Investor Class,127040918,63.13,FinancialServices,NASDAQ,0
LDSF,First Trust Low Duration Strategic Focus ETF,126963290,19.04,FinancialServices,NASDAQ,26462
RMGC,RMG Acquisition Corp. III,126853774,9.98,FinancialServices,NASDAQ,16148
MPFDX,Morgan Stanley Insti Fd Tr Investment Grade Fixed Income Pft Cl I,126735077,10.66,FinancialServices,NASDAQ,0
GECC,Great Elm Capital Corp.,126673980,10.95,FinancialServices,NASDAQ,28558
NBREX,Neuberger Berman Mid Cap Instrinsic Value Fd Trust,126473318,25.99,,NASDAQ,0
IMRX,Immuneering Corporation,126309807,3.51,Healthcare,NASDAQ,199024
GNLX,Genelux Corporation,126121206,3.34,Healthcare,NASDAQ,74346
GPRIX,Grandeur Peak Global Reach Fund,126104771,16.66,FinancialServices,NASDAQ,0
TCMIX,AMG TimesSquare International Small Cap Fund,126103505,18.77,FinancialServices,NASDAQ,0
PTHR,"Pono Capital Three, Inc.",126069366,5.72,FinancialServices,NASDAQ,17445
CURE,Direxion Daily Healthcare Bull 3X Shares,125911762,67.57,FinancialServices,AMEX,551933
FBRX,"Forte Biosciences, Inc.",125802140,10.3,Healthcare,NASDAQ,127855
BHAC,Crixus BH3 Acquisition Company,125660040,22.0,FinancialServices,NASDAQ,100
DUOT,"Duos Technologies Group, Inc.",125513450,6.465,Technology,NASDAQ,428168
STRS,Stratus Properties Inc.,125447567,15.54,RealEstate,NASDAQ,5188
FYT,First Trust Small Cap Value AlphaDEX Fund,125437855,51.7711,FinancialServices,NASDAQ,8731
GOAU,U.S. Global GO GOLD and Precious Metal Miners ETF,125379588,31.34,FinancialServices,AMEX,17305
LEXI,Alexis Practical Tactical ETF,125246633,33.0013,FinancialServices,NASDAQ,6072
OPA,Magnum Opus Acquisition Limited,125169094,10.795,FinancialServices,NYSE,414200
EBMT,"Eagle Bancorp Montana, Inc.",125167313,15.74,FinancialServices,NASDAQ,19868
REKR,"Rekor Systems, Inc.",125160560,1.06,Technology,NASDAQ,1670123
MDST,Westwood Salient Enhanced Midstream Income ETF,125095340,26.65,FinancialServices,NYSE,29403
CLFFX,Clifford Capital Partners Fund Investor Class,125070793,21.14,FinancialServices,NASDAQ,0
CLIFX,Clifford Capital Partners Fund Institutional Class,125006619,21.33,FinancialServices,NASDAQ,0
LYEL,"Lyell Immunopharma, Inc.",174978900,11.32,Healthcare,NASDAQ,49786
FMBIX,Fidelity Municipal Bond Index Fund,174919026,18.45,FinancialServices,NASDAQ,0
LXEH,"Lixiang Education Holding Co., Ltd.",1748675,2.44,ConsumerDefensive,NASDAQ,191232
BFOR,Barron's 400 ETF,174774629,77.635,FinancialServices,AMEX,2681
CYBN,Cybin Inc.,174749124,7.59,Healthcare,AMEX,264258
MGNR,American Beacon GLG Natural Resources ETF,174679398,34.0117,FinancialServices,AMEX,19187
CPLS,AB Core Plus Bond ETF,174448980,35.47,,NASDAQ,9759
CTNM,"Contineum Therapeutics, Inc. Class A Common Stock",174115525,6.73,Healthcare,NASDAQ,205996
INSI,Insight Select Income Fund,173878482,16.23,FinancialServices,NYSE,251522
FRAF,Franklin Financial Services Corporation,173784534,38.98,FinancialServices,NASDAQ,11958
ACRO,Acropolis Infrastructure Acquisition Corp.,173739600,10.45,FinancialServices,NYSE,2538
AOTIX,Virtus Emerging Markets Opportunities Fd Institutional,173601573,32.09,,NASDAQ,0
OPTZ,Optimize Strategy Index ETF,173577147,32.3738,FinancialServices,NASDAQ,262
NWKEX,Nationwide WCM Focused Small Cap Fund Class R6,173505859,28.83,FinancialServices,NASDAQ,0
NWGSX,Nationwide WCM Focused Small Cap Fund,173494776,28.5,FinancialServices,NASDAQ,0
NWGPX,Nationwide WCM Focused Small Cap Fund Class A,173491908,26.64,FinancialServices,NASDAQ,0
VAQC,Vector Acquisition Corporation II,173460056,10.67,FinancialServices,NASDAQ,3188
BKCI,BNY Mellon Concentrated International ETF,173452697,50.2,FinancialServices,AMEX,3851
DBISX,DWS Global Macro Fund - Class A,173200068,11.04,FinancialServices,NASDAQ,0
TSAGX,Touchstone Large Company Growth Fund,173192286,64.43,FinancialServices,NASDAQ,0
DSMLX,Touchstone Large Company Growth Fund Class Institutional,173188474,67.3,FinancialServices,NASDAQ,0
NXG,NXG NextGen Infrastructure Income Fund,173183710,47.07,FinancialServices,NYSE,96823
GTEK,Goldman Sachs Future Tech Leaders Equity ETF,173160535,35.475,FinancialServices,AMEX,6884
NBSM,Neuberger Berman Small-Mid Cap ETF,173063453,25.225,FinancialServices,AMEX,11246
TPLNX,Timothy Plan Small Cap Value Fund,172945219,18.75,FinancialServices,NASDAQ,0
APRW,AllianzIM U.S. Large Cap Buffer20 Apr ETF,172927168,33.715,FinancialServices,AMEX,3682
TPVIX,Timothy Plan Small Cap Value Fund Class I,172872623,19.15,FinancialServices,NASDAQ,0
EVMBX,Eaton Vance AMT-Free Municipal Income I,172871085,8.44,FinancialServices,NASDAQ,0
XFIV,Bondbloxx Bloomberg Five Year Target Duration US Treasury ETF,172868774,49.3,FinancialServices,AMEX,20202
XTRE,Bondbloxx Bloomberg Three Year Target Duration US Treasury ETF,172667557,49.65,FinancialServices,AMEX,10254
IDMAX,iMGP Dolan McEniry Corporate Bond Fund,172518654,9.34,FinancialServices,NASDAQ,0
TOV,JLens 500 Jewish Advocacy US ETF,172396360,26.6125,,AMEX,1391
YFSNX,AMG Yacktman Global Fund,172248075,16.98,FinancialServices,NASDAQ,0
EMAN,eMagin Corporation,172198961,2.07,Technology,AMEX,3530186
WEBL,Direxion Daily Dow Jones Internet Bull 3X Shares,172057266,30.18,FinancialServices,AMEX,255039
CPSS,"Consumer Portfolio Services, Inc.",172047204,7.98,FinancialServices,NASDAQ,4593
NFLY,YieldMax NFLX Option Income Strategy ETF,171896911,17.02,FinancialServices,AMEX,96184
WAMFX,Boston Trust Walden Midcap Fund,171669570,23.62,FinancialServices,NASDAQ,0
SSAIX,SSGA International Stock Selection Fund,171206503,13.75,FinancialServices,NASDAQ,0
MUSI,American Century Multisector Income ETF,171019138,43.94,FinancialServices,AMEX,5783
RMCFX,Royce Micro Cap Fund Financial Intermediary Class,170978269,10.73,FinancialServices,NASDAQ,0
NXXT,NextNRG Inc.,170944578,1.4,Utilities,NASDAQ,312434
PRMDX,Maryland Short-Term Tax-Free Bond Fund,170832253,5.17,FinancialServices,NASDAQ,0
PFSW,"PFSweb, Inc.",170589948,7.495,Industrials,NASDAQ,111793
RISR,FolioBeyond Rising Rates ETF,170527202,36.84,FinancialServices,AMEX,21431
PROF,Profound Medical Corp.,170401077,5.67,Healthcare,NASDAQ,9676
TIL,"Instil Bio, Inc.",170164584,25.94,Healthcare,NASDAQ,127926
DERM,Journey Medical Corporation,170059106,7.3,Healthcare,NASDAQ,135725
VOXR,Vox Royalty Corp.,170033940,3.35,BasicMaterials,NASDAQ,226363
VERY,"Vericity, Inc.",170021250,11.43,FinancialServices,NASDAQ,110635
PEGR,Project Energy Reimagined Acquisition Corp.,170020074,9.73,FinancialServices,NASDAQ,13537
ACRS,"Aclaris Therapeutics, Inc.",170001170,1.57,Healthcare,NASDAQ,603293
PCK,PIMCO California Municipal Income Fund II,169973310,5.27,FinancialServices,NYSE,160473
ENX,Eaton Vance New York Municipal Bond Fund,169913898,9.46,FinancialServices,AMEX,13559
WMBDX,WesMark Government Bond Fund,169854175,7.91,FinancialServices,NASDAQ,0
EQC,Equity Commonwealth,169725180,1.58,RealEstate,NYSE,12285270
RAPT,"RAPT Therapeutics, Inc.",169495025,10.25,Healthcare,NASDAQ,26455
DRSVX,Foundry Partners Small Cap Value Fund,169371753,17.59,FinancialServices,NASDAQ,0
FTEMX,Fidelity Total Emerging Markets Fd,169043391,12.99,FinancialServices,NASDAQ,0
CTG,"Computer Task Group, Incorporated",168993300,10.5,Technology,NASDAQ,49163
VOXX,VOXX International Corporation,168959243,7.5,Technology,NASDAQ,154224
SDHC,Smith Douglas Homes Corp.,983158935,18.77,RealEstate,NYSE,49203
MSGY,Masonglory Limited Ordinary Shares,168710218,11.43,Industrials,NASDAQ,156160
FF,FutureFuel Corp.,168642320,3.85,BasicMaterials,NYSE,172990
ROE,Astoria US Equal Weight Quality Kings ETF,168632150,32.3503,FinancialServices,NASDAQ,9972
LOWC,SPDR MSCI ACWI Climate Paris Aligned ETF,265263278,30.1878,FinancialServices,AMEX,1236074
HGSH,China HGS Real Estate Inc.,168495766,3.02,RealEstate,NASDAQ,46899
CRBU,"Caribou Biosciences, Inc.",168338326,1.81,Healthcare,NASDAQ,1120713
SDG,iShares MSCI Global Impact ETF,168276695,79.6296,FinancialServices,NASDAQ,4012
RRAC,Rigel Resource Acquisition Corp.,168240400,11.5,FinancialServices,NYSE,220
NUSI,Nationwide Nasdaq-100 Risk-Managed Income ETF,167999322,26.78,FinancialServices,NASDAQ,17292
