Ticker,MarketCap,Price,Volume,Exchange,Sector,CompanyName,ScorePotential,ReasonsTags,Comments,Status,ChangeNotes,Date
LDMOX,94727290,15.48,0,NASDAQ,,Lazard Developing Markets Equity Pft Open Shs,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 95M,New,,2025-08-08
PFSMX,94572492,9.9,0,NASDAQ,FinancialServices,PFG MFS Aggressive Growth Strategy Fund,65,MC_50-150;Nasdaq;PriceBand5-10,NASDAQ | PriceBand 5–10 | MC 95M,New,,2025-08-08
JEMD,94467555,6.63,21540,NYSE,FinancialServices,Nuveen Emerging Markets Debt 2022 Target Term Fund,60,MC_50-150;PriceBand5-10;VolAdequate,NYSE | PriceBand 5–10 | MC 94M,New,,2025-08-08
RYSIX,94427537,474.99,0,NASDAQ,FinancialServices,Rydex Electronics Inv,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 94M,New,,2025-08-08
ETAZX,93967142,8.67,0,NASDAQ,FinancialServices,Eaton Vance AZ Municipal Income A,75,MC_50-150;Nasdaq;PriceBand5-10;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 94M,New,,2025-08-08
BYNO,93913160,12.2,11491,NASDAQ,FinancialServices,byNordic Acquisition Corporation,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 94M,New,,2025-08-08
DTSQU,93704542,10.21,210,NASDAQ,FinancialServices,DT Cloud Star Acquisition Corporation,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 94M,New,,2025-08-08
PRVBX,93535714,66.33,0,NASDAQ,FinancialServices,Versatile Bond Portfolio Class I,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 94M,New,,2025-08-08
BMNR,93394596,41.28,65229895,AMEX,FinancialServices,"Bitmine Immersion Technologies, Inc.",60,MC_50-150;VolAdequate;DataComplete;NotOTC,AMEX | MC 93M,New,,2025-08-08
HSPT,93251600,10.27,594,NASDAQ,FinancialServices,Horizon Space Acquisition II Corp.,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 93M,New,,2025-08-08
FSHPU,93194441,10.5,20,NASDAQ,FinancialServices,Flag Ship Acquisition Corp. Unit,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 93M,New,,2025-08-08
NWSAX,93133706,8.4,0,NASDAQ,FinancialServices,Nationwide Small Company Growth Fund Class A,65,MC_50-150;Nasdaq;PriceBand5-10,NASDAQ | PriceBand 5–10 | MC 93M,New,,2025-08-08
FSHP,92973756,10.4901,95200,NASDAQ,FinancialServices,Flag Ship Acquisition Corporation,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 93M,New,,2025-08-08
DTSQ,92658369,10.41,617,NASDAQ,FinancialServices,DT Cloud Star Acquisition Corporation,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 93M,New,,2025-08-08
FOGRX,92562430,10.01,0,NASDAQ,FinancialServices,Tributary Growth Opportunities Fd Instl,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 93M,New,,2025-08-08
LSE,91935000,5.4,12999,NASDAQ,Energy,"Leishen Energy Holding Co., Ltd.",85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 92M,New,,2025-08-08
HNNA,91871614,11.8,28828,NASDAQ,FinancialServices,"Hennessy Advisors, Inc.",75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 92M,New,,2025-08-08
FCVT,91855461,39.6224,267722,NASDAQ,FinancialServices,First Trust SSI Strategic Convertible Securities ETF,65,MC_50-150;Nasdaq;VolAdequate,NASDAQ | MC 92M,New,,2025-08-08
SRTY,91814494,16.15,3324545,AMEX,FinancialServices,ProShares UltraPro Short Russell2000,60,MC_50-150;VolAdequate;DataComplete;NotOTC,AMEX | MC 92M,New,,2025-08-08
DISA,91678188,10.68,260,NASDAQ,FinancialServices,Disruptive Acquisition Corporation I,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 92M,New,,2025-08-08
QUIK,91374297,5.77,109922,NASDAQ,Technology,QuickLogic Corporation,100,MC_50-150;Nasdaq;PrioritySector;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | SectorPriority | PriceBand 5–10 | MC 91M,New,,2025-08-08
DPCS,91350000,12.6,9777,NASDAQ,FinancialServices,DP Cap Acquisition Corp I,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 91M,New,,2025-08-08
IPXX,91190950,10.785,36519,NASDAQ,FinancialServices,Inflection Point Acquisition Corp. II,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 91M,New,,2025-08-08
CFSB,90894221,13.88,371,NASDAQ,FinancialServices,"CFSB Bancorp, Inc.",65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 91M,New,,2025-08-08
CPHC,90827820,18.0,1006,NASDAQ,ConsumerCyclical,Canterbury Park Holding Corporation,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 91M,New,,2025-08-08
ONYX,90498789,11.39,11034,NASDAQ,FinancialServices,Onyx Acquisition Co. I,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 90M,New,,2025-08-08
PTH,90486356,37.1319,19879,NASDAQ,FinancialServices,Invesco DWA Healthcare Momentum ETF,65,MC_50-150;Nasdaq;VolAdequate,NASDAQ | MC 90M,New,,2025-08-08
AVTX,90410460,8.35,856943,NASDAQ,Healthcare,"Avalo Therapeutics, Inc.",100,MC_50-150;Nasdaq;PrioritySector;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | SectorPriority | PriceBand 5–10 | MC 90M,New,,2025-08-08
VGI,90165407,7.97,25390,NYSE,FinancialServices,Virtus Global Multi-Sector Income Fund,60,MC_50-150;PriceBand5-10;VolAdequate,NYSE | PriceBand 5–10 | MC 90M,New,,2025-08-08
INTT,89823232,7.19,29632,AMEX,Technology,inTEST Corporation,85,MC_50-150;PrioritySector;PriceBand5-10;VolAdequate;DataComplete;NotOTC,AMEX | SectorPriority | PriceBand 5–10 | MC 90M,New,,2025-08-08
GWII,89720892,10.11,5303,NASDAQ,FinancialServices,Good Works II Acquisition Corp.,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 90M,New,,2025-08-08
DIST,89604760,28.0,144352,NASDAQ,FinancialServices,Distoken Acquisition Corporation,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 90M,New,,2025-08-08
EGWAX,89583739,13.85,0,NASDAQ,,Allspring Discovery Small Cap Growth - A,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 90M,New,,2025-08-08
GPAC,89555209,9.74,10265,NASDAQ,FinancialServices,Global Partner Acquisition Corp II,85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 90M,New,,2025-08-08
LCCC,89406200,10.04,11000,NASDAQ,FinancialServices,Lakeshore Acquisition III Corp.,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 89M,New,,2025-08-08
SOLZ,89374503,18.79,434656,NASDAQ,FinancialServices,Solana ETF,65,MC_50-150;Nasdaq;VolAdequate,NASDAQ | MC 89M,New,,2025-08-08
FCO,89368424,6.64,74821,NYSE,FinancialServices,"abrdn Global Income Fund, Inc.",60,MC_50-150;PriceBand5-10;VolAdequate,NYSE | PriceBand 5–10 | MC 89M,New,,2025-08-08
PICC,89220400,10.0,480,NYSE,FinancialServices,Pivotal Investment Corporation III,60,MC_50-150;PriceBand5-10;DataComplete;NotOTC,NYSE | PriceBand 5–10 | MC 89M,New,,2025-08-08
TRCA,89145843,7.87,20657,NYSE,FinancialServices,Twin Ridge Capital Acquisition Corp.,70,MC_50-150;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NYSE | PriceBand 5–10 | MC 89M,New,,2025-08-08
DOMA,89086196,6.28,587303,NYSE,RealEstate,Doma Holdings Inc.,70,MC_50-150;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NYSE | PriceBand 5–10 | MC 89M,New,,2025-08-08
QNTM,89042894,26.01,339656,NASDAQ,Healthcare,Quantum BioPharma Ltd.,90,MC_50-150;Nasdaq;PrioritySector;VolAdequate;DataComplete;NotOTC,NASDAQ | SectorPriority | MC 89M,New,,2025-08-08
PBHC,88621340,14.43,2296,NASDAQ,FinancialServices,"Pathfinder Bancorp, Inc.",65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 89M,New,,2025-08-08
RIET,88045015,9.445,55244,AMEX,FinancialServices,Hoya Capital High Dividend Yield ETF,60,MC_50-150;PriceBand5-10;VolAdequate,AMEX | PriceBand 5–10 | MC 88M,New,,2025-08-08
SRTS,87980750,5.35,192006,NASDAQ,Healthcare,"Sensus Healthcare, Inc.",100,MC_50-150;Nasdaq;PrioritySector;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | SectorPriority | PriceBand 5–10 | MC 88M,New,,2025-08-08
MHH,87763916,7.46,6150,AMEX,Industrials,"Mastech Digital, Inc.",60,MC_50-150;PriceBand5-10;DataComplete;NotOTC,AMEX | PriceBand 5–10 | MC 88M,New,,2025-08-08
WSBK,87655433,9.43,353,NASDAQ,FinancialServices,"Winchester Bancorp, Inc. Common Stock",75,MC_50-150;Nasdaq;PriceBand5-10;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 88M,New,,2025-08-08
WRAC,87646230,10.5,21000,NYSE,FinancialServices,Williams Rowland Acquisition Corp.,60,MC_50-150;VolAdequate;DataComplete;NotOTC,NYSE | MC 88M,New,,2025-08-08
ETMDX,87553789,8.08,0,NASDAQ,FinancialServices,Eaton Vance MD Municipal Income A,75,MC_50-150;Nasdaq;PriceBand5-10;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 88M,New,,2025-08-08
NRAC,87425140,11.0,1900,NASDAQ,FinancialServices,Noble Rock Acquisition Corporation,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 87M,New,,2025-08-08
SJB,87069995,15.645,179160,AMEX,FinancialServices,Proshares Short High Yield,60,MC_50-150;VolAdequate;DataComplete;NotOTC,AMEX | MC 87M,New,,2025-08-08
SNCR,87039860,7.57,33530,NASDAQ,Technology,"Synchronoss Technologies, Inc.",100,MC_50-150;Nasdaq;PrioritySector;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | SectorPriority | PriceBand 5–10 | MC 87M,New,,2025-08-08
BLNG,86964485,10.25,100,NASDAQ,FinancialServices,Belong Acquisition Corp.,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 87M,New,,2025-08-08
APAC,86883837,11.7,99813,NASDAQ,FinancialServices,StoneBridge Acquisition Corporation,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 87M,New,,2025-08-08
TECS,86694645,23.9,1227461,AMEX,FinancialServices,Direxion Daily Technology Bear 3X Shares,60,MC_50-150;VolAdequate;DataComplete;NotOTC,AMEX | MC 87M,New,,2025-08-08
VMCA,86522509,11.74,15,NASDAQ,FinancialServices,Valuence Merger Corp. I,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 87M,New,,2025-08-08
MTPIX,86410815,9.27,0,NASDAQ,FinancialServices,Manning & Napier Target 2030 Series Class I,75,MC_50-150;Nasdaq;PriceBand5-10;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 86M,New,,2025-08-08
VCXA,86387154,9.15,104201,NASDAQ,FinancialServices,10X Capital Venture Acquisition Corp. II,85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 86M,New,,2025-08-08
AITR,86215250,11.0,1340,NASDAQ,FinancialServices,AI Transportation Acquisition Corp.,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 86M,New,,2025-08-08
OPXS,86204112,12.47,48400,NASDAQ,Industrials,"Optex Systems Holdings, Inc",75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 86M,New,,2025-08-08
GFOR,86103370,8.3,119050,NYSE,FinancialServices,Graf Acquisition Corp. IV,70,MC_50-150;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NYSE | PriceBand 5–10 | MC 86M,New,,2025-08-08
NCSM,86083998,33.88,7871,NASDAQ,Energy,"NCS Multistage Holdings, Inc.",65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 86M,New,,2025-08-08
ALTU,85771655,10.12,68972,NASDAQ,FinancialServices,Altitude Acquisition Corp.,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 86M,New,,2025-08-08
APPX,85747403,57.08,2558247,NASDAQ,FinancialServices,Tradr 2X Long APP Daily ETF,65,MC_50-150;Nasdaq;VolAdequate,NASDAQ | MC 86M,New,,2025-08-08
TCAL,85654889,24.63,87232,AMEX,FinancialServices,T. Rowe Price Exchange-Traded F,60,MC_50-150;VolAdequate;DataComplete;NotOTC,AMEX | MC 86M,New,,2025-08-08
QDRO,85636446,10.95,7914,NASDAQ,FinancialServices,Quadro Acquisition One Corp.,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 86M,New,,2025-08-08
FLDD,85564370,6.01,17229,NASDAQ,FinancialServices,FTAC Emerald Acquisition Corp.,85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 86M,New,,2025-08-08
PFTA,85491858,10.76,6000,NASDAQ,FinancialServices,Portage Fintech Acquisition Corporation,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 85M,New,,2025-08-08
WMKMX,85417976,9.61,0,NASDAQ,FinancialServices,WesMark West Virginia Municipal Bond Fund,65,MC_50-150;Nasdaq;PriceBand5-10,NASDAQ | PriceBand 5–10 | MC 85M,New,,2025-08-08
IONX,85382987,57.34,1246151,NASDAQ,FinancialServices,Defiance Daily Target 2X Long IONQ ETF,65,MC_50-150;Nasdaq;VolAdequate,NASDAQ | MC 85M,New,,2025-08-08
DSTIX,85218460,9.81,0,NASDAQ,FinancialServices,BNY Mellon Short Term Income Fund Class D,65,MC_50-150;Nasdaq;PriceBand5-10,NASDAQ | PriceBand 5–10 | MC 85M,New,,2025-08-08
ALOT,84925963,11.18,1896,NASDAQ,Technology,"AstroNova, Inc.",80,MC_50-150;Nasdaq;PrioritySector;DataComplete;NotOTC,NASDAQ | SectorPriority | MC 85M,New,,2025-08-08
BACA,84592620,10.65,16805,NYSE,FinancialServices,Berenson Acquisition Corp. I,60,MC_50-150;VolAdequate;DataComplete;NotOTC,NYSE | MC 85M,New,,2025-08-08
EDC,84385071,41.73,69357,AMEX,FinancialServices,Direxion Daily MSCI Emerging Markets Bull 3X Shares,60,MC_50-150;VolAdequate;DataComplete;NotOTC,AMEX | MC 84M,New,,2025-08-08
CSBR,84178692,6.11,56579,NASDAQ,Healthcare,"Champions Oncology, Inc.",100,MC_50-150;Nasdaq;PrioritySector;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | SectorPriority | PriceBand 5–10 | MC 84M,New,,2025-08-08
ABHIX,84166837,5.14,0,NASDAQ,FinancialServices,American Century High-Yield Bond Fund Investor Class,65,MC_50-150;Nasdaq;PriceBand5-10,NASDAQ | PriceBand 5–10 | MC 84M,New,,2025-08-08
VEOIX,84161631,22.05,0,NASDAQ,FinancialServices,Vanguard Global Environmental Opp StkInv,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 84M,New,,2025-08-08
MSSVX,84133560,7.77,0,NASDAQ,FinancialServices,AMG Frontier Small Cap Growth Fund - Class N,65,MC_50-150;Nasdaq;PriceBand5-10,NASDAQ | PriceBand 5–10 | MC 84M,New,,2025-08-08
DOMH,84055986,5.74,394744,NASDAQ,FinancialServices,Dominari Holdings Inc.,85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 84M,New,,2025-08-08
ETMOX,84052048,8.43,0,NASDAQ,FinancialServices,Eaton Vance MO Municipal Income A,75,MC_50-150;Nasdaq;PriceBand5-10;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 84M,New,,2025-08-08
EAC,84033080,10.65,46695,NASDAQ,FinancialServices,Edify Acquisition Corp.,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 84M,New,,2025-08-08
EURKU,84032340,10.9,1000,NASDAQ,FinancialServices,Eureka Acquisition Corp Unit,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 84M,New,,2025-08-08
EXOZ,83929134,10.03,88,NASDAQ,Healthcare,"eXoZymes, Inc.",80,MC_50-150;Nasdaq;PrioritySector;DataComplete;NotOTC,NASDAQ | SectorPriority | MC 84M,New,,2025-08-08
MTAC,83856919,11.34,176266,NASDAQ,FinancialServices,MedTech Acquisition Corporation,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 84M,New,,2025-08-08
KRNL,83719327,10.3,151069,NASDAQ,FinancialServices,"Kernel Group Holdings, Inc.",75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 84M,New,,2025-08-08
CDAQ,83681881,10.74,7746,NASDAQ,FinancialServices,Compass Digital Acquisition Corp.,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 84M,New,,2025-08-08
IROQ,83620674,24.95,768,NASDAQ,FinancialServices,"IF Bancorp, Inc.",65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 84M,New,,2025-08-08
CLIN,83521000,5.0,167579,NASDAQ,FinancialServices,Clean Earth Acquisitions Corp.,85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 84M,New,,2025-08-08
BLEU,83336823,11.03,3,NASDAQ,FinancialServices,Bleuacacia Ltd,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 83M,New,,2025-08-08
TESS,83298104,8.99,5113,NASDAQ,Technology,TESSCO Technologies Incorporated,90,MC_50-150;Nasdaq;PrioritySector;PriceBand5-10;DataComplete;NotOTC,NASDAQ | SectorPriority | PriceBand 5–10 | MC 83M,New,,2025-08-08
BMBYX,83259709,6.37,0,NASDAQ,FinancialServices,BMO Moderate Allocation Fund - Y,65,MC_50-150;Nasdaq;PriceBand5-10,NASDAQ | PriceBand 5–10 | MC 83M,New,,2025-08-08
FATN,83065594,5.66,11274,NASDAQ,Technology,"FatPipe, Inc. Common Stock",100,MC_50-150;Nasdaq;PrioritySector;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | SectorPriority | PriceBand 5–10 | MC 83M,New,,2025-08-08
DLCMX,83035084,6.99,0,NASDAQ,FinancialServices,DoubleLine Strategic Commodity Fund - Class N,65,MC_50-150;Nasdaq;PriceBand5-10,NASDAQ | PriceBand 5–10 | MC 83M,New,,2025-08-08
CITE,82943127,11.85,405,NASDAQ,FinancialServices,Cartica Acquisition Corp,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 83M,New,,2025-08-08
CODA,82904393,7.37,8040,NASDAQ,Industrials,"Coda Octopus Group, Inc.",75,MC_50-150;Nasdaq;PriceBand5-10;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 83M,New,,2025-08-08
NVCN,82859377,30.03,1,NASDAQ,Healthcare,Neovasc Inc.,80,MC_50-150;Nasdaq;PrioritySector;DataComplete;NotOTC,NASDAQ | SectorPriority | MC 83M,New,,2025-08-08
FICV,82827927,10.71,802,NASDAQ,FinancialServices,Frontier Investment Corp,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 83M,New,,2025-08-08
FOBAX,82774451,20.91,0,NASDAQ,,Tributary Balanced Fd Instl,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 83M,New,,2025-08-08
ASPC,82725656,10.2701,536,NASDAQ,FinancialServices,ASPAC III Acquisition Corp.,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 83M,New,,2025-08-08
CNDB,82686912,6.58,9070,NYSE,FinancialServices,Concord Acquisition Corp III,60,MC_50-150;PriceBand5-10;DataComplete;NotOTC,NYSE | PriceBand 5–10 | MC 83M,New,,2025-08-08
SGA,82134353,12.75,19038,NASDAQ,CommunicationServices,"Saga Communications, Inc.",75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 82M,New,,2025-08-08
GESOX,81960777,19.09,0,NASDAQ,FinancialServices,Lazard Global Equity Select Portfolio Open Shares,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 82M,New,,2025-08-08
OXUS,81901613,12.5,10588,NASDAQ,FinancialServices,Oxus Acquisition Corp.,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 82M,New,,2025-08-08
ONEG,81640000,6.28,11333,NASDAQ,Industrials,OneConstruction Group Limited,85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 82M,New,,2025-08-08
GESIX,81574360,19.11,0,NASDAQ,FinancialServices,Lazard Global Equity Select Portfolio Institutional Shares,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 82M,New,,2025-08-08
GTAC,81393200,11.48,201,NASDAQ,FinancialServices,Global Technology Acquisition Corp. I,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 81M,New,,2025-08-08
CRVO,81283405,9.34,149403,NASDAQ,Healthcare,CervoMed Inc.,100,MC_50-150;Nasdaq;PrioritySector;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | SectorPriority | PriceBand 5–10 | MC 81M,New,,2025-08-08
CAPN,81195534,10.3698,3,NASDAQ,FinancialServices,Cayson Acquisition Corp Ordinary shares,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 81M,New,,2025-08-08
PRLH,81138251,11.32,7515,NASDAQ,FinancialServices,Pearl Holdings Acquisition Corp,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 81M,New,,2025-08-08
RMBIX,81078619,6.5689,0,NASDAQ,FinancialServices,RMB Mendon Financial Long/Short Fund Class I,65,MC_50-150;Nasdaq;PriceBand5-10,NASDAQ | PriceBand 5–10 | MC 81M,New,,2025-08-08
TGAA,81050249,11.37,16581,NASDAQ,FinancialServices,Target Global Acquisition I Corp.,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 81M,New,,2025-08-08
EURK,81042289,10.6,199,NASDAQ,FinancialServices,Eureka Acquisition Corp Class A Ordinary Share,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 81M,New,,2025-08-08
BSMM,80942381,25.23,242665,NASDAQ,FinancialServices,Invesco BulletShares (R) 2022 Municipal Bond ETF,65,MC_50-150;Nasdaq;VolAdequate,NASDAQ | MC 81M,New,,2025-08-08
SRL,80879362,5.4566,2314,NYSE,FinancialServices,Scully Royalty Ltd.,60,MC_50-150;PriceBand5-10;DataComplete;NotOTC,NYSE | PriceBand 5–10 | MC 81M,New,,2025-08-08
COLA,80833151,10.175,1,NASDAQ,FinancialServices,Columbus Acquisition Corp Rights,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 81M,New,,2025-08-08
YHNA,80832500,10.43,11425,NASDAQ,FinancialServices,YHN Acquisition I Limited,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 81M,New,,2025-08-08
EYEN,80750975,15.82,4562234,NASDAQ,Healthcare,"Eyenovia, Inc.",90,MC_50-150;Nasdaq;PrioritySector;VolAdequate;DataComplete;NotOTC,NASDAQ | SectorPriority | MC 81M,New,,2025-08-08
LATG,80734705,11.9,15763,NASDAQ,FinancialServices,LatAmGrowth SPAC,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 81M,New,,2025-08-08
UBCP,80710559,13.93,1758,NASDAQ,FinancialServices,"United Bancorp, Inc.",65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 81M,New,,2025-08-08
SSBI,80519314,12.06,11957,NASDAQ,FinancialServices,Summit State Bank,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 81M,New,,2025-08-08
SUNSV,80463870,11.68,36574,NASDAQ,,"Sunrise Realty Trust, Inc. Common Stock When-Issued",65,MC_50-150;Nasdaq;VolAdequate,NASDAQ | MC 80M,New,,2025-08-08
DEX,80294760,7.56,31471,NYSE,FinancialServices,Delaware Enhanced Global Dividend and Income Fund,60,MC_50-150;PriceBand5-10;VolAdequate,NYSE | PriceBand 5–10 | MC 80M,New,,2025-08-08
TBF,80143592,24.29,90894,AMEX,FinancialServices,ProShares Short 20+ Year Treasury,60,MC_50-150;VolAdequate;DataComplete;NotOTC,AMEX | MC 80M,New,,2025-08-08
ISRL,80036447,12.6,1117,NASDAQ,FinancialServices,Israel Acquisitions Corp,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 80M,New,,2025-08-08
LIBY,79975091,11.09,3263,NASDAQ,FinancialServices,Liberty Resources Acquisition Corp.,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 80M,New,,2025-08-08
BIRD,79887509,9.81,45799,NASDAQ,ConsumerCyclical,"Allbirds, Inc.",85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 80M,New,,2025-08-08
DLHC,79845075,5.55,26826,NASDAQ,Industrials,DLH Holdings Corp.,85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 80M,New,,2025-08-08
RMBFX,79787556,6.4643,0,NASDAQ,FinancialServices,RMB Mendon Financial Long/Short Fund Class A,65,MC_50-150;Nasdaq;PriceBand5-10,NASDAQ | PriceBand 5–10 | MC 80M,New,,2025-08-08
SWZ,79632991,6.13,82051,NYSE,FinancialServices,The Swiss Helvetia Fund Inc.,60,MC_50-150;PriceBand5-10;VolAdequate,NYSE | PriceBand 5–10 | MC 80M,New,,2025-08-08
DALN,79591853,14.87,8007,NASDAQ,CommunicationServices,DallasNews Corporation,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 80M,New,,2025-08-08
PAGRX,79557773,125.4,0,NASDAQ,,Aggressive Growth Portfolio Class I,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 80M,New,,2025-08-08
NTRB,79529446,7.13,21956,NASDAQ,Healthcare,Nutriband Inc.,100,MC_50-150;Nasdaq;PrioritySector;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | SectorPriority | PriceBand 5–10 | MC 80M,New,,2025-08-08
VIA,79523526,10.995,37531,NASDAQ,Utilities,"Via Renewables, Inc.",75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 80M,New,,2025-08-08
